offset,IA,IB,IC,IN,VA,VB,VC,VN
3488,-27302,-26001,-26001,-28602,-754102,-756197,-759339,-748865
3489,-18851,-18201,-18201,-20151,-520540,-523682,-525777,-516351
3490,-13651,-13001,-12351,-14951,-365530,-368672,-371815,-362388
3491,-5201,-4551,-4551,-6501,-134063,-136158,-139300,-133016
3492,650,1300,1950,-1301,23041,19899,16757,21994
3493,8450,9750,9750,7800,253461,251367,247177,251367
3494,16900,17550,18200,15600,487023,484929,481787,483881
3495,22100,23400,23400,21450,640986,638891,634702,636796
3496,30551,31201,31851,29251,873501,871406,867216,867216
3497,35751,37051,37051,35101,1028510,1026416,1021179,1020131
3498,43551,44851,44851,42901,1257883,1255788,1250551,1249504
3499,48751,50051,50701,48101,1410798,1408703,1404514,1401372
3500,57202,57852,58502,56552,1638076,1635981,1631792,1627602
3501,62402,63052,63702,61752,1789944,1787849,1783659,1778423
3502,70202,70852,71502,69552,2016174,2015127,2009890,2002558
3503,75402,76052,77352,74752,2164900,2163852,2159663,2150237
3504,83203,83853,85153,82553,2390083,2387988,2383799,2373325
3505,91003,91653,92953,90353,2610029,2608982,2603745,2592224
3506,96203,96853,97503,95553,2755613,2754565,2750376,2737807
3507,104003,104003,105303,102703,2973464,2972417,2967180,2953564
3508,109204,109854,110504,107904,3116953,3115906,3110669,3096006
3509,115704,117004,117654,115054,3330615,3329568,3324331,3307573
3510,121554,122204,122204,120254,3470962,3469914,3463630,3446872
3511,128704,129354,130004,127404,3678340,3677292,3672056,3653203
3512,133254,133905,134555,131954,3816592,3816592,3810308,3790408
3513,140405,141055,141705,139105,4019780,4018733,4012449,3991501
3514,144955,146255,146255,143655,4152795,4152795,4145464,4123469
3515,152105,152755,153405,150805,4349700,4350747,4343416,4320374
3516,156655,157305,157955,155355,4479573,4479573,4472241,4449199
3517,163156,164456,164456,162506,4672288,4673335,4664956,4640867
3518,169656,170306,170956,169006,4858718,4858718,4851387,4825203
3519,174206,174856,175506,172906,4982307,4982307,4974976,4947744
3520,180706,181356,182006,179406,5162454,5162454,5155122,5126843
3521,184606,185256,186556,183306,5279758,5280806,5274522,5244148
3522,190457,191107,191757,189807,5454668,5455715,5448384,5418010
3523,194357,195007,195657,193707,5567783,5568831,5561499,5530078
3524,200207,200857,202157,199557,5731172,5732219,5724888,5692420
3525,204107,204107,205407,203457,5840098,5841145,5833814,5801345
3526,209307,209957,211257,208657,5997202,5998250,5990918,5956355
3527,213207,213858,214508,212557,6098797,6099844,6092512,6057949
3528,218408,219058,219708,217758,6248570,6250664,6243333,6207722
3529,223608,223608,224908,222958,6392058,6394153,6385774,6350164
3530,226858,227508,228158,225558,6485274,6486321,6478990,6442332
3531,231408,232058,232708,230758,6621431,6623526,6615147,6577442
3532,234658,234658,235308,234008,6706267,6708362,6699983,6661231
3533,239208,239208,240509,237908,6832998,6835093,6826714,6787962
3534,241809,242459,243109,240509,6912598,6914693,6906314,6866514
3535,245709,246359,247009,245059,7029903,7031997,7023618,6982771
3536,248309,248959,249609,247659,7102171,7105313,7095887,7055039
3537,252209,252209,253509,250909,7210049,7212144,7203765,7161870
3538,254809,254809,256109,253509,7276033,7278128,7269749,7226807
3539,258059,258059,259359,256759,7372390,7374485,7366106,7322117
3540,261309,261309,261959,260009,7461416,7464558,7455132,7411143
3541,263259,263259,263909,261309,7520069,7522163,7513785,7467701
3542,265859,266509,267160,264559,7599668,7601763,7592337,7548348
3543,267160,267810,268460,266509,7649942,7652037,7642610,7597574
3544,269760,270410,271060,268460,7716973,7719068,7710689,7664605
3545,271060,271710,272360,270410,7757820,7760962,7751536,7706499
3546,273660,273660,274960,272360,7816473,7818567,7809141,7763057
3547,274310,274960,275610,273010,7852083,7854178,7845799,7798667
3548,276260,276910,277560,274960,7900262,7901309,7892930,7846846
3549,276910,277560,278210,276260,7926446,7928540,7919114,7873030
3550,278210,278860,279510,277560,7963103,7964151,7955772,7908641
3551,279510,280160,280810,278210,7991382,7993477,7984051,7936919
3552,280160,280160,280810,278860,8007093,8009187,7999761,7953677
3553,280810,280810,281460,279510,8024898,8028040,8018614,7971482
3554,280810,281460,282110,279510,8033277,8035372,8026993,7979861
3555,281460,281460,282110,280160,8041656,8043750,8034324,7987193
3556,280810,281460,282110,280160,8041656,8043750,8034324,7987193
3557,280810,281460,282110,280160,8036419,8039561,8030135,7983003
3558,280810,281460,281460,279510,8030135,8033277,8023851,7975672
3559,280160,280810,281460,279510,8014424,8017566,8008140,7961009
3560,279510,280160,280810,278860,8000809,8003951,7994524,7947393
3561,278860,278860,280160,277560,7973577,7976719,7968340,7921209
3562,278210,278210,279510,276910,7951582,7954725,7945298,7898167
3563,276910,276910,278210,275610,7914925,7917019,7907593,7860462
3564,274960,275610,276260,273660,7869888,7873030,7863604,7816473
3565,274310,274310,275610,272360,7837420,7840562,7831136,7784004
3566,272360,273010,273660,270410,7781910,7785052,7775625,7729541
3567,270410,271060,272360,269110,7741062,7743157,7733731,7688694
3568,268460,269110,269760,267160,7674031,7677173,7667747,7621663
3569,266509,267160,267810,265209,7627947,7630042,7621663,7575579
3570,263909,264559,265209,262609,7549395,7552537,7543111,7499121
3571,261959,262609,263259,260659,7495979,7498074,7489695,7443611
3572,259359,259359,260659,257409,7408001,7410096,7400669,7357727
3573,257409,257409,258059,255459,7346206,7348301,7339922,7295933
3574,253509,254159,254809,252209,7248802,7249849,7241470,7198528
3575,249609,250259,250909,248309,7145113,7147207,7137781,7095887
3576,247659,247659,248309,245709,7071797,7073892,7065513,7024666
3577,243109,243759,244409,241809,6958682,6960777,6952398,6911551
3578,240509,241159,241809,239208,6880130,6881177,6873846,6834046
3579,235958,236608,237258,234658,6756541,6758636,6750257,6709409
3580,233358,233358,234008,231408,6669610,6670657,6663325,6624573
3581,228158,228808,229458,226858,6537642,6538689,6531358,6493653
3582,224908,225558,226208,223608,6446521,6447569,6439190,6402532
3583,219708,220358,221008,218408,6304080,6305127,6297796,6262185
3584,216458,217108,217758,215158,6205628,6207722,6199343,6163733
3585,211257,211907,212557,209957,6056902,6056902,6049571,6015008
3586,206057,206057,207357,204107,5899798,5901892,5893513,5859998
3587,202157,202157,203457,200857,5794014,5795061,5787730,5754214
3588,196307,196957,198257,195007,5628530,5630625,5622246,5590825
3589,192407,193057,194357,191107,5518557,5518557,5511226,5480852
3590,186556,187207,187857,185256,5346790,5347837,5340505,5311179
3591,182656,183306,183956,180706,5230532,5231580,5223201,5193875
3592,176156,176806,177456,174856,5051433,5052481,5045149,5017918
3593,172256,172256,173556,170956,4929939,4929939,4923655,4896423
3594,165756,165756,167056,164456,4743508,4743508,4737224,4712087
3595,161206,161856,162506,159905,4618872,4618872,4612588,4587451
3596,154055,154705,156005,153405,4425110,4425110,4418826,4394736
3597,147555,147555,148855,146255,4229253,4229253,4222969,4200974
3598,143005,143005,144305,141705,4096238,4096238,4089954,4069006
3599,135205,135855,137155,134555,3895144,3894097,3887812,3868960
3600,131304,131304,132604,130004,3758987,3757939,3752703,3732803
3601,123504,124154,125454,122854,3550561,3550561,3544277,3527519
3602,118304,118954,120254,117654,3410215,3410215,3403931,3387173
3603,111154,111804,112454,110504,3198647,3197600,3192363,3177700
3604,105953,107254,107254,105303,3056206,3055159,3048874,3035259
3605,98153,99453,99453,97503,2839402,2838354,2833118,2820549
3606,93603,94253,94903,92303,2692771,2692771,2687534,2676013
3607,85153,87103,87103,85153,2473872,2471777,2466540,2457114
3608,79952,81903,81903,79302,2325146,2324099,2318862,2309436
3609,72152,73452,74102,71502,2099963,2098916,2093679,2086347
3610,64352,66302,66302,63702,1874780,1873733,1868496,1863259
3611,59152,61102,61102,58502,1725007,1722912,1718723,1713486
3612,51351,52651,52651,50701,1496682,1494587,1489350,1486208
3613,46151,47451,47451,45501,1342719,1341672,1336435,1334340
3614,38351,39651,39651,37051,1113347,1112299,1108110,1107063
3615,33151,33801,33801,31851,960432,958337,954148,954148
3616,24700,26000,26000,24050,726870,724775,720586,722680
3617,19500,20150,20800,18850,571860,569765,565576,568718
3618,11050,12350,12350,10400,340393,338298,334108,338298
3619,5850,6500,7150,5200,185383,183288,179099,184335
3620,-3251,-1951,-1951,-3901,-46084,-49227,-52369,-45037
3621,-11051,-10401,-9751,-11701,-280694,-282789,-286978,-277552
3622,-16251,-15601,-15601,-17551,-434656,-437798,-440940,-431514
3623,-24701,-24051,-23401,-25351,-666124,-669266,-672408,-661934
3624,-30552,-29252,-28602,-31202,-822181,-825323,-828465,-815897
3625,-38352,-37052,-37052,-39002,-1051553,-1054695,-1056790,-1044222
3626,-43552,-42902,-42252,-44202,-1204468,-1207611,-1210753,-1197137
3627,-52002,-50702,-50052,-52652,-1432794,-1435936,-1439078,-1424415
3628,-57203,-55903,-55903,-57853,-1585709,-1588851,-1591993,-1575235
3629,-65003,-63703,-63703,-65653,-1815081,-1818223,-1821365,-1803560
3630,-70203,-68903,-68903,-70853,-1963807,-1967996,-1970091,-1951239
3631,-78003,-76703,-76703,-79303,-2188990,-2193179,-2194227,-2174327
3632,-85804,-84504,-84504,-87104,-2411031,-2415221,-2417315,-2395321
3633,-91654,-89704,-89704,-91654,-2557662,-2561851,-2563946,-2540904
3634,-98804,-97504,-97504,-100104,-2777608,-2781798,-2783892,-2759803
3635,-104004,-102054,-102704,-104654,-2923192,-2928429,-2929476,-2904339
3636,-111805,-109855,-109855,-112455,-3138949,-3143138,-3145233,-3118001
3637,-116355,-115055,-115055,-117005,-3280343,-3284532,-3286627,-3258348
3638,-124155,-122205,-122855,-124805,-3490863,-3495052,-3496100,-3467821
3639,-128705,-127405,-127405,-129355,-3630162,-3635399,-3636446,-3606073
3640,-135856,-134556,-134556,-136506,-3837540,-3841729,-3842777,-3811356
3641,-141056,-139106,-139756,-141706,-3972650,-3977887,-3978934,-3945418
3642,-147556,-146256,-146256,-148206,-4171649,-4176886,-4177933,-4143370
3643,-154706,-152756,-153406,-155356,-4368553,-4373790,-4374837,-4338180
3644,-159256,-157956,-157956,-159906,-4499474,-4504710,-4504710,-4467005
3645,-165757,-164457,-164457,-166407,-4690094,-4696378,-4696378,-4658673
3646,-170307,-168357,-169007,-170957,-4813683,-4819967,-4819967,-4781214
3647,-176807,-175507,-175507,-177457,-4998019,-5003255,-5003255,-4963456
3648,-180707,-179407,-179407,-181357,-5118465,-5123702,-5124750,-5082855
3649,-187208,-185907,-185257,-187208,-5296517,-5301754,-5301754,-5259860
3650,-191108,-189808,-189808,-191758,-5410680,-5416964,-5416964,-5374022
3651,-196958,-195658,-195658,-197608,-5580353,-5585590,-5586637,-5541600
3652,-200858,-198908,-199558,-201508,-5691373,-5697657,-5697657,-5652621
3653,-206708,-204758,-205408,-207358,-5851620,-5857904,-5857904,-5812867
3654,-209958,-208658,-208658,-210608,-5956356,-5961593,-5961593,-5915509
3655,-215809,-213859,-213859,-215809,-6111366,-6117650,-6116603,-6069471
3656,-221009,-219059,-219709,-221009,-6260092,-6266376,-6265328,-6217150
3657,-224259,-222309,-222309,-224259,-6355402,-6361686,-6360638,-6312460
3658,-228809,-227509,-227509,-229459,-6493654,-6499938,-6498890,-6449664
3659,-232059,-230109,-230759,-232709,-6584774,-6591058,-6591058,-6539738
3660,-236609,-234659,-235309,-237259,-6712553,-6718837,-6717789,-6667516
3661,-239859,-237909,-237909,-239859,-6799484,-6804721,-6804721,-6753400
3662,-243760,-242460,-242460,-244410,-6918883,-6926215,-6925167,-6871752
3663,-246360,-245060,-245060,-247660,-6997435,-7003720,-7002672,-6950304
3664,-250260,-248310,-248960,-250910,-7107409,-7113693,-7112645,-7059230
3665,-252860,-250910,-250910,-253510,-7178629,-7185961,-7184913,-7130451
3666,-256110,-254160,-254810,-256760,-7279176,-7286508,-7285460,-7229950
3667,-260010,-258060,-258060,-260660,-7375534,-7382865,-7381818,-7326308
3668,-261960,-260010,-260010,-261960,-7434186,-7441517,-7440470,-7383912
3669,-265210,-263260,-263260,-265210,-7520070,-7526354,-7525307,-7467702
3670,-267161,-265210,-265210,-267161,-7573485,-7579769,-7578722,-7522164
3671,-269111,-267811,-267811,-269761,-7647848,-7654132,-7653085,-7594433
3672,-271061,-269111,-269111,-271061,-7691837,-7699169,-7698122,-7639469
3673,-273011,-271711,-271711,-273661,-7756774,-7764105,-7763058,-7704406
3674,-274311,-273011,-273011,-274961,-7794479,-7801810,-7799716,-7741063
3675,-276261,-274961,-274961,-276911,-7846847,-7855226,-7853131,-7794479
3676,-277561,-276261,-276261,-277561,-7878268,-7884552,-7883505,-7824852
3677,-278861,-276911,-277561,-279511,-7920163,-7926447,-7925399,-7865700
3678,-280161,-278211,-278861,-280811,-7954726,-7962057,-7958915,-7900263
3679,-280811,-278861,-279511,-281461,-7974625,-7981957,-7979862,-7920163
3680,-281461,-280161,-280161,-282111,-7998715,-8004999,-8002904,-7944252
3681,-282111,-280161,-280811,-282761,-8010236,-8017567,-8015473,-7955773
3682,-282111,-280811,-280811,-283411,-8021757,-8029088,-8026994,-7968341
3683,-282761,-280811,-281461,-282761,-8026994,-8035373,-8032230,-7973578
3684,-282761,-280811,-281461,-283411,-8028041,-8036420,-8033278,-7973578
3685,-282761,-280811,-281461,-283411,-8024899,-8032230,-8030136,-7970436
3686,-282111,-280161,-280811,-282761,-8015473,-8022804,-8019662,-7961010
3687,-281461,-280161,-280811,-282761,-8006046,-8012331,-8010236,-7951583
3688,-280811,-279511,-279511,-282111,-7984052,-7991383,-7989289,-7929589
3689,-280161,-278211,-278861,-280811,-7955773,-7964152,-7961010,-7901310
3690,-278861,-277561,-277561,-280161,-7933778,-7941110,-7937968,-7879315
3691,-277561,-276261,-276911,-278861,-7895026,-7903405,-7900263,-7841610
3692,-276911,-275611,-274961,-277561,-7865700,-7873031,-7870936,-7811237
3693,-274961,-273661,-273661,-275611,-7816474,-7824852,-7821710,-7763058
3694,-273661,-272361,-272361,-274311,-7779816,-7787147,-7785053,-7726400
3695,-271061,-270411,-270411,-272361,-7718021,-7725353,-7723258,-7664606
3696,-269761,-268461,-268461,-271061,-7674032,-7681364,-7679269,-7621664
3697,-267161,-265860,-265860,-268461,-7601764,-7609096,-7608048,-7550443
3698,-265210,-264560,-264560,-266510,-7551491,-7558822,-7556727,-7500170
3699,-261960,-261310,-261310,-263260,-7467702,-7476080,-7475033,-7417428
3700,-260010,-258710,-259360,-261310,-7409049,-7416381,-7415333,-7358776
3701,-256760,-256110,-256110,-258060,-7317929,-7324213,-7323165,-7267655
3702,-253510,-252860,-252860,-254810,-7218429,-7225761,-7224713,-7169203
3703,-250910,-249610,-250260,-252210,-7149303,-7156635,-7155587,-7101124
3704,-247660,-246360,-246360,-248310,-7039330,-7045614,-7045614,-6991151
3705,-244410,-243110,-243760,-245710,-6966014,-6972299,-6972299,-6918883
3706,-240510,-239209,-239859,-241810,-6846615,-6852899,-6851852,-6800531
3707,-237909,-236609,-236609,-238559,-6764921,-6771205,-6771205,-6717789
3708,-233359,-232059,-232059,-234659,-6636095,-6642379,-6641332,-6591058
3709,-230109,-228809,-228809,-231409,-6548116,-6554401,-6553353,-6504127
3710,-225559,-224259,-224259,-226859,-6410912,-6417196,-6417196,-6367970
3711,-222309,-220359,-221009,-223609,-6315602,-6322933,-6321886,-6273707
3712,-216459,-215159,-215809,-218409,-6170018,-6176302,-6175255,-6128124
3713,-211908,-209958,-210608,-213208,-6019198,-6025482,-6025482,-5979398
3714,-208008,-206708,-207358,-209308,-5914462,-5921793,-5920746,-5875709
3715,-202808,-200858,-201508,-204108,-5754215,-5761547,-5760499,-5716510
3716,-198908,-196958,-197608,-200208,-5646337,-5652621,-5652621,-5608632
3717,-193058,-191108,-191758,-193708,-5477711,-5483995,-5483995,-5441053
3718,-188508,-187208,-187858,-189808,-5363548,-5369833,-5369833,-5327938
3719,-182657,-181357,-181357,-183957,-5187591,-5193876,-5193876,-5154076
3720,-178107,-176807,-177457,-179407,-5069239,-5074476,-5075524,-5035724
3721,-171607,-170307,-170957,-172907,-4886998,-4892235,-4893282,-4854530
3722,-167707,-166407,-166407,-168357,-4763409,-4768646,-4769693,-4730941
3723,-160557,-159256,-159906,-161857,-4573836,-4579073,-4580121,-4543463
3724,-154056,-152756,-152756,-155356,-4380074,-4385311,-4386358,-4350748
3725,-149506,-148206,-148206,-150806,-4250201,-4255438,-4256485,-4220875
3726,-142356,-141706,-141056,-143656,-4051202,-4055392,-4056439,-4023971
3727,-137806,-137156,-136506,-139106,-3916092,-3921329,-3922376,-3889908
3728,-130655,-129355,-129355,-131955,-3710809,-3714998,-3716046,-3685672
3729,-126105,-124805,-124805,-126755,-3573604,-3577794,-3578841,-3549515
3730,-118305,-117655,-117655,-119605,-3364132,-3368321,-3369369,-3341090
3731,-113755,-112455,-112455,-114405,-3223785,-3227975,-3229022,-3201790
3732,-105954,-105304,-105304,-107255,-3008028,-3012218,-3014312,-2987081
3733,-101404,-100104,-100104,-102054,-2862445,-2866634,-2868729,-2842545
3734,-93604,-92304,-92304,-94254,-2644593,-2648783,-2650877,-2626788
3735,-85804,-85154,-84504,-86454,-2424647,-2428836,-2430931,-2408936
3736,-80604,-79303,-79303,-81904,-2278016,-2281158,-2283253,-2262305
3737,-72803,-71503,-71503,-73453,-2051785,-2055975,-2058070,-2038170
3738,-67603,-66953,-66303,-68253,-1900965,-1904107,-1907249,-1888397
3739,-59153,-58503,-57853,-60453,-1674735,-1677877,-1681019,-1664261
3740,-54603,-53302,-52652,-55253,-1523914,-1527056,-1529151,-1514488
3741,-46152,-44852,-44852,-47452,-1294542,-1297684,-1300826,-1286163
3742,-40952,-39652,-39652,-41602,-1140579,-1143721,-1146863,-1133248
3743,-33152,-31852,-31202,-33802,-909112,-912254,-914349,-902828
3744,-27302,-26651,-26001,-27952,-756197,-758292,-761434,-750960
3745,-19501,-18201,-17551,-20801,-523682,-526824,-529966,-520540
3746,-14301,-13001,-12351,-14951,-367625,-369720,-373909,-365530
3747,-5851,-4551,-3901,-7151,-137205,-139300,-143489,-137205
3748,3250,3900,4550,1950,97404,95310,91120,96357
3749,8450,9100,9750,7150,253461,250319,247177,250319
3750,16250,16900,18200,15600,483881,481787,477597,479692
3751,22100,22750,23400,20800,638891,636796,632607,634702
3752,29901,31201,31201,28601,870358,868264,864074,864074
3753,35101,35751,37051,34451,1024321,1022226,1018037,1016989
3754,43551,44201,44851,42251,1253693,1252646,1248457,1245315
3755,48751,49401,50701,48101,1405561,1404514,1399277,1396135
3756,56552,57852,58502,55902,1637028,1635981,1630744,1626555
3757,61752,63052,63702,61102,1787849,1786801,1782612,1776328
3758,70202,70852,71502,68902,2013032,2011985,2006748,1999416
3759,78002,78652,79952,76702,2236120,2235073,2230884,2221457
3760,83203,84503,84503,82553,2385893,2384846,2379609,2369136
3761,91003,91653,92303,90353,2606887,2605840,2600603,2589082
3762,96203,96853,97503,94903,2753518,2753518,2747234,2734665
3763,104003,104653,105303,102703,2970322,2970322,2965085,2950422
3764,108554,109854,110504,107254,3114858,3114858,3108574,3093911
3765,115704,117004,118304,115054,3327473,3327473,3321189,3305478
3766,120904,121554,122204,120254,3466772,3466772,3460488,3443730
3767,128704,129354,130004,127404,3676245,3676245,3669961,3652156
3768,133254,133905,135205,131954,3814497,3814497,3808213,3789360
3769,140405,141055,141705,139755,4016638,4017686,4010354,3990454
3770,146905,147555,148855,146255,4216685,4217732,4210400,4189453
3771,151455,152105,153405,150805,4347605,4348652,4341321,4318279
3772,158605,159255,159905,157305,4543462,4544509,4537178,4513088
3773,163156,163806,164456,161856,4670193,4671240,4662861,4638772
3774,169656,170306,170956,168356,4855576,4856624,4849292,4823108
3775,173556,174856,175506,172906,4979165,4980212,4971834,4945649
3776,180056,180706,181356,179406,5160359,5161406,5154075,5125796
3777,183956,185256,185256,183306,5279758,5279758,5272427,5243101
3778,189807,191107,191757,189157,5452573,5452573,5445242,5414868
3779,193707,195007,195657,193057,5564641,5566736,5558357,5526936
3780,200207,200857,201507,198907,5730125,5730125,5722793,5690325
3781,205407,206057,207357,204757,5891419,5892466,5884087,5850571
3782,209307,209957,211257,208657,5997202,5998250,5989871,5954260
3783,214508,215158,216458,213858,6148023,6149070,6141738,6106128
3784,217758,219058,219708,217108,6246475,6247522,6240191,6203533
3785,222958,223608,224908,222308,6389964,6392058,6383679,6347022
3786,226208,226858,228158,225558,6484226,6486321,6477942,6439190
3787,231408,231408,232708,230758,6617241,6619336,6610957,6572205
3788,234008,234658,235958,233358,6705220,6707315,6698936,6659136
3789,239208,239208,240509,237908,6832998,6834046,6825667,6785867
3790,241159,242459,243109,240509,6911551,6913645,6905266,6864419
3791,245709,246359,247009,245059,7028855,7030950,7021524,6980677
3792,248309,248959,249609,247659,7103218,7105313,7095887,7053992
3793,251559,252859,253509,250909,7209002,7210049,7201670,7158728
3794,255459,256109,256759,254159,7308501,7310596,7301170,7258228
3795,257409,258709,258709,256759,7372390,7374485,7365059,7321070
3796,260659,261309,261959,260009,7461416,7463511,7455132,7410096
3797,262609,263259,263909,261959,7521116,7522163,7513785,7467701
3798,265209,265859,267160,264559,7597574,7600716,7591289,7546253
3799,267160,267810,268460,266509,7647847,7649942,7640516,7595479
3800,269760,270410,271060,269110,7716973,7719068,7709642,7664605
3801,271060,271710,272360,270410,7759915,7762010,7752583,7706499
3802,273010,273660,274960,272360,7816473,7819615,7809141,7763057
3803,274960,274960,276260,273660,7852083,7854178,7844751,7798667
3804,276260,276910,277560,274960,7898167,7901309,7890835,7844751
3805,277560,277560,278860,276260,7939014,7941109,7931683,7884551
3806,278860,278860,279510,277560,7963103,7966246,7955772,7909688
3807,279510,279510,280810,278210,7992430,7994524,7985098,7936919
3808,280160,280160,281460,278860,8007093,8009187,7999761,7951582
3809,280810,280810,282110,279510,8024898,8028040,8018614,7970435
3810,280810,280810,282110,279510,8034324,8036419,8026993,7979861
3811,280810,281460,282760,279510,8041656,8043750,8034324,7986145
3812,281460,281460,282760,280160,8041656,8043750,8034324,7987193
3813,280810,281460,282760,280160,8037466,8039561,8030135,7981956
3814,280810,281460,282110,279510,8031182,8033277,8023851,7975672
3815,279510,280810,281460,279510,8015472,8017566,8009187,7961009
3816,279510,280160,280810,278860,7992430,7994524,7986145,7937967
3817,278210,279510,280160,278210,7974624,7977767,7968340,7921209
3818,276910,278210,278860,276910,7942156,7943204,7934825,7887693
3819,276260,276910,278210,276260,7915972,7918067,7908641,7861509
3820,274960,275610,276910,274310,7871983,7874078,7865699,7817520
3821,273660,274310,275610,273660,7836372,7839515,7830088,7784004
3822,271710,273010,273010,271060,7781910,7784004,7775625,7729541
3823,270410,271060,272360,269760,7743157,7745252,7735826,7689742
3824,268460,269110,269760,267810,7676126,7679268,7669842,7623758
3825,266509,267160,268460,265859,7626900,7630042,7620616,7575579
3826,263909,264559,265209,262609,7551490,7554632,7545205,7500169
3827,261959,262609,263259,260659,7497027,7500169,7490743,7445706
3828,258709,259359,260659,258059,7409048,7411143,7401717,7358775
3829,255459,256109,256759,254159,7316880,7318975,7309549,7266607
3830,253509,254159,254809,252209,7248802,7250896,7241470,7199576
3831,249609,250259,250909,248309,7146160,7148255,7138828,7096934
3832,247009,247659,248309,245709,7073892,7074939,7066560,7024666
3833,243109,243759,244409,241809,6961824,6962871,6954492,6913645
3834,239858,241159,241809,239208,6881177,6883272,6873846,6834046
3835,235958,236608,237258,234658,6757588,6759683,6750257,6710457
3836,232708,233358,234008,232058,6671704,6672752,6664373,6625620
3837,228158,228808,229458,227508,6539737,6540784,6532405,6494700
3838,225558,225558,226208,224258,6448616,6449663,6441284,6403579
3839,220358,221008,221658,219058,6308269,6308269,6299890,6264280
3840,215158,215808,216458,213858,6159544,6160591,6152212,6116602
3841,211907,211907,212557,210607,6058997,6058997,6052713,6017102
3842,206057,206707,207357,204757,5903987,5903987,5896655,5862092
3843,202157,202807,203457,201507,5797156,5797156,5789824,5756309
3844,196957,196957,198257,195007,5632720,5633767,5625388,5593967
3845,193057,193057,193707,191107,5522747,5521699,5514368,5482947
3846,187207,187207,187857,185256,5349932,5349932,5342600,5312227
3847,183306,183306,183956,181356,5232627,5233674,5224248,5194922
3848,176806,176806,177456,175506,5053528,5053528,5046196,5017918
3849,172256,172906,173556,170956,4932034,4932034,4924702,4898518
3850,165756,166406,166406,164456,4746650,4747698,4740366,4714182
3851,159255,159905,159905,157955,4557078,4557078,4549746,4525657
3852,154705,155355,155355,153405,4427205,4427205,4420920,4396831
3853,147555,148205,148855,146255,4230300,4230300,4224016,4202021
3854,143005,143655,144305,141705,4098332,4098332,4092048,4071101
3855,135855,136505,137155,135205,3898286,3897239,3890955,3871055
3856,131304,131954,132604,130004,3761081,3761081,3754797,3735945
3857,123504,124804,124804,122854,3552656,3551609,3545325,3528567
3858,118954,120254,120254,118304,3413357,3413357,3407073,3390315
3859,111804,112454,113104,110504,3201789,3200742,3195505,3179795
3860,105953,107254,107904,105303,3058301,3057253,3052016,3038401
3861,98803,100103,100103,97503,2840449,2839402,2834165,2821597
3862,91003,92303,92303,89703,2622597,2621550,2616313,2604792
3863,85803,87103,87753,85153,2475967,2474919,2469682,2459209
3864,78002,79302,79952,76702,2253926,2252878,2247641,2237168
3865,72802,74102,74752,72152,2104153,2103105,2097868,2089489
3866,65002,65652,66302,64352,1878969,1877922,1872685,1865354
3867,59152,60452,61102,59152,1728149,1727102,1721865,1716628
3868,51351,52651,53301,50701,1498777,1497729,1491445,1487256
3869,46151,47451,48101,45501,1345861,1344814,1339577,1336435
3870,38351,39001,39651,37701,1116489,1115442,1111252,1109157
3871,33151,33801,34451,32501,962526,960432,956242,955195
3872,24700,25350,26650,24050,732107,730012,724775,725822
3873,19500,20150,20800,18850,577097,575002,570813,571860
3874,11700,11700,13000,10400,343535,341440,336203,339345
3875,3250,3900,5200,2600,113115,111020,106831,112067
3876,-2601,-1951,-1301,-3901,-43990,-47132,-50274,-43990
3877,-11051,-10401,-9751,-11701,-275457,-278599,-281741,-274410
3878,-16251,-15601,-14951,-17551,-430467,-432562,-435704,-428372
3879,-24051,-24051,-23401,-25351,-662982,-666124,-669266,-658792
3880,-29902,-28602,-28602,-31202,-817991,-821133,-824275,-812755
3881,-37702,-37052,-36402,-39002,-1049459,-1052601,-1055743,-1043174
3882,-42902,-42252,-41602,-44852,-1202374,-1205516,-1208658,-1195042
3883,-51352,-50052,-50052,-52652,-1431746,-1434888,-1436983,-1422320
3884,-56553,-55253,-55253,-57853,-1583614,-1587803,-1590946,-1574188
3885,-64353,-63703,-63703,-66303,-1809844,-1814034,-1816129,-1799371
3886,-72153,-71503,-71503,-74103,-2037122,-2041312,-2043406,-2024554
3887,-78003,-76703,-76703,-79303,-2185848,-2190037,-2193179,-2173280
3888,-85804,-84504,-83854,-87104,-2409984,-2414173,-2416268,-2394273
3889,-91004,-89704,-89704,-92304,-2556615,-2560804,-2562899,-2539857
3890,-98804,-97504,-96854,-99454,-2774466,-2778656,-2780750,-2756661
3891,-104004,-102704,-102054,-104654,-2919002,-2924239,-2926334,-2900150
3892,-111155,-110505,-109855,-111805,-3135807,-3141043,-3143138,-3115907
3893,-116355,-115055,-114405,-117005,-3278248,-3283485,-3284532,-3257301
3894,-123505,-122205,-122205,-124155,-3487721,-3492957,-3495052,-3465726
3895,-128705,-127405,-126755,-129355,-3628067,-3633304,-3634352,-3603978
3896,-135856,-134556,-133906,-136506,-3833351,-3838587,-3840682,-3808214
3897,-143006,-141056,-141056,-143656,-4036539,-4041776,-4042823,-4009308
3898,-147556,-146256,-145606,-148206,-4169554,-4175838,-4175838,-4142323
3899,-154706,-153406,-152756,-155356,-4366459,-4371695,-4371695,-4336085
3900,-159256,-157306,-157306,-159906,-4496332,-4502616,-4502616,-4465958
3901,-165757,-163807,-163807,-166407,-4686952,-4693236,-4693236,-4655531
